Company,Record_ID,Year,Month_Name,Quarter,Business_Segment,Asset_Name,Asset_Type,Region,Customer_Segment,Gas_Volume_MMSCMD,Capacity_MMSCMD,Capacity_Utilization_Percent,Average_Price_USD_per_MMBTU,Revenue_INR_Lakh,Opex_INR_Lakh,EBITDA_INR_Lakh,EBITDA_Margin_Percent,Flaring_Loss_MMSCM,Pipeline_Length_KM,Number_of_Customers,Reserves_BCM,Wells_in_Operation,Lifting_Cost_USD_per_BOE
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701352,2024,Aug-2024,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.09,7.8,100.0,10.88,84.38,19.85,64.53,76.48,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701353,2024,Sep-2024,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.12,7.8,100.0,11.19,87.11,15.35,71.76,82.38,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701354,2024,Oct-2024,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.55,7.8,100.0,11.43,93.69,26.34,67.35,71.89,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701355,2024,Nov-2024,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,9.23,7.8,100.0,11.86,104.94,18.0,86.94,82.85,0.0,0,27,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701356,2024,Dec-2024,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.91,7.8,100.0,11.87,101.39,26.73,74.66,73.64,0.0,0,27,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701357,2025,Jan-2025,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.51,7.8,100.0,11.43,93.25,26.94,66.31,71.11,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701358,2025,Feb-2025,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.85,7.8,100.0,11.42,96.89,19.71,77.18,79.66,0.0,0,29,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701359,2025,Mar-2025,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.76,7.8,100.0,10.91,91.62,25.99,65.63,71.63,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701360,2025,Apr-2025,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.62,7.8,100.0,11.64,96.19,20.09,76.1,79.11,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701361,2025,May-2025,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,9.12,7.8,100.0,11.78,102.99,16.63,86.36,83.85,0.0,0,29,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701362,2025,Jun-2025,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.23,7.8,100.0,11.56,91.2,22.42,68.78,75.42,0.0,0,28,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701363,2025,Jul-2025,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.61,7.8,100.0,11.63,95.99,25.23,70.76,73.72,0.0,0,29,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701364,2025,Aug-2025,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.89,7.8,100.0,12.17,103.72,28.38,75.34,72.64,0.0,0,29,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701365,2025,Sep-2025,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.63,7.8,100.0,11.01,91.09,26.23,64.86,71.2,0.0,0,30,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701366,2025,Oct-2025,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.55,7.8,100.0,11.61,95.16,20.69,74.47,78.26,0.0,0,30,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701367,2025,Nov-2025,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.82,7.8,100.0,10.87,91.91,27.34,64.57,70.25,0.0,0,29,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701368,2025,Dec-2025,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,9.17,7.8,100.0,11.16,98.11,21.29,76.82,78.3,0.0,0,30,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701369,2020,Jan-2020,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.79,5.85,81.88,9.79,44.96,9.91,35.05,77.96,0.0,0,14,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701370,2020,Feb-2020,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.76,5.85,81.37,10.25,46.77,11.43,35.34,75.56,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701371,2020,Mar-2020,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.35,5.85,74.36,10.06,41.95,11.22,30.73,73.25,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701372,2020,Apr-2020,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.63,5.85,79.15,9.61,42.65,11.8,30.85,72.33,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701373,2020,May-2020,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.29,5.85,73.33,9.66,39.73,8.88,30.85,77.65,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701374,2020,Jun-2020,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.41,5.85,75.38,10.78,45.57,11.91,33.66,73.86,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701375,2020,Jul-2020,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.57,5.85,78.12,10.8,47.32,13.89,33.43,70.65,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701376,2020,Aug-2020,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.45,5.85,76.07,10.45,44.58,10.19,34.39,77.14,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701377,2020,Sep-2020,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.78,5.85,81.71,10.04,46.01,9.45,36.56,79.46,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701378,2020,Oct-2020,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.01,5.85,85.64,9.67,46.44,8.42,38.02,81.87,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701379,2020,Nov-2020,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.85,5.85,82.91,9.79,45.52,9.97,35.55,78.1,0.0,0,15,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701380,2020,Dec-2020,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.92,5.85,84.1,10.3,48.58,12.78,35.8,73.69,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701381,2021,Jan-2021,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.95,5.85,84.62,10.36,49.16,14.66,34.5,70.18,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701382,2021,Feb-2021,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.09,5.85,87.01,9.83,47.97,9.84,38.13,79.49,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701383,2021,Mar-2021,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.99,5.85,85.3,11.1,53.1,14.26,38.84,73.15,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701384,2021,Apr-2021,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.25,5.85,89.74,10.6,53.35,13.7,39.65,74.32,0.0,0,16,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701385,2021,May-2021,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.31,5.85,90.77,10.28,52.33,10.99,41.34,79.0,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701386,2021,Jun-2021,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.91,5.85,83.93,9.97,46.93,12.7,34.23,72.94,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701387,2021,Jul-2021,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.76,5.85,81.37,10.0,45.63,10.07,35.56,77.93,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701388,2021,Aug-2021,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.99,5.85,85.3,10.66,50.99,13.73,37.26,73.07,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701389,2021,Sep-2021,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,4.84,5.85,82.74,11.06,51.32,14.82,36.5,71.12,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701390,2021,Oct-2021,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.0,5.85,85.47,10.08,48.32,13.66,34.66,71.73,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701391,2021,Nov-2021,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.61,5.85,95.9,10.58,56.9,16.67,40.23,70.7,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701392,2021,Dec-2021,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.6,5.85,95.73,10.39,55.78,16.49,39.29,70.44,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701393,2022,Jan-2022,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.4,5.85,92.31,10.44,54.04,11.35,42.69,79.0,0.0,0,17,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701394,2022,Feb-2022,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.6,5.85,95.73,10.37,55.67,15.22,40.45,72.66,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701395,2022,Mar-2022,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.78,5.85,98.8,10.9,60.4,16.24,44.16,73.11,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701396,2022,Apr-2022,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.49,5.85,93.85,10.99,57.84,13.46,44.38,76.73,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701397,2022,May-2022,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.3,5.85,90.6,11.29,57.36,16.48,40.88,71.27,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701398,2022,Jun-2022,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.42,5.85,92.65,10.83,56.27,15.19,41.08,73.01,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701399,2022,Jul-2022,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.48,5.85,93.68,10.65,55.95,12.98,42.97,76.8,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701400,2022,Aug-2022,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.79,5.85,98.97,11.23,62.33,15.62,46.71,74.94,0.0,0,18,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701401,2022,Sep-2022,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.7,5.85,97.44,11.07,60.49,12.86,47.63,78.74,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701402,2022,Oct-2022,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.04,5.85,100.0,11.36,65.78,12.99,52.79,80.25,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701403,2022,Nov-2022,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.63,5.85,96.24,11.38,61.42,18.2,43.22,70.37,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701404,2022,Dec-2022,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.07,5.85,100.0,10.08,58.66,15.69,42.97,73.25,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701405,2023,Jan-2023,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.04,5.85,100.0,11.33,65.6,15.95,49.65,75.69,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701406,2023,Feb-2023,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.14,5.85,100.0,11.44,67.34,12.59,54.75,81.3,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701407,2023,Mar-2023,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.18,5.85,100.0,10.87,64.4,11.22,53.18,82.58,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701408,2023,Apr-2023,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.91,5.85,100.0,10.69,60.57,15.78,44.79,73.95,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701409,2023,May-2023,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.7,5.85,97.44,10.59,57.87,15.43,42.44,73.34,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701410,2023,Jun-2023,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.95,5.85,100.0,11.62,66.28,12.65,53.63,80.91,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701411,2023,Jul-2023,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,5.92,5.85,100.0,11.02,62.54,17.69,44.85,71.71,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701412,2023,Aug-2023,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.45,5.85,100.0,10.41,64.37,16.28,48.09,74.71,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701413,2023,Sep-2023,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.16,5.85,100.0,11.45,67.62,18.32,49.3,72.91,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701414,2023,Oct-2023,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.84,5.85,100.0,10.77,70.62,18.38,52.24,73.97,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701415,2023,Nov-2023,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.71,5.85,100.0,10.55,67.86,11.77,56.09,82.66,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701416,2023,Dec-2023,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.24,5.85,100.0,11.11,77.11,20.63,56.48,73.25,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701417,2024,Jan-2024,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.46,5.85,100.0,11.98,74.19,15.8,58.39,78.7,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701418,2024,Feb-2024,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.11,5.85,100.0,11.89,81.04,19.04,62.0,76.51,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701419,2024,Mar-2024,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.56,5.85,100.0,11.69,73.52,14.01,59.51,80.94,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701420,2024,Apr-2024,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.39,5.85,100.0,10.95,67.08,14.18,52.9,78.86,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701421,2024,May-2024,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.59,5.85,100.0,11.84,74.8,15.04,59.76,79.89,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701422,2024,Jun-2024,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.36,5.85,100.0,11.91,72.62,15.77,56.85,78.28,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701423,2024,Jul-2024,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.52,5.85,100.0,11.29,70.57,12.94,57.63,81.66,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701424,2024,Aug-2024,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.47,5.85,100.0,10.91,67.67,10.7,56.97,84.19,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701425,2024,Sep-2024,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.63,5.85,100.0,10.8,68.64,13.29,55.35,80.64,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701426,2024,Oct-2024,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.72,5.85,100.0,11.54,74.34,20.13,54.21,72.92,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701427,2024,Nov-2024,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.66,5.85,100.0,10.74,78.87,18.71,60.16,76.28,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701428,2024,Dec-2024,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.07,5.85,100.0,12.09,81.94,18.14,63.8,77.86,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701429,2025,Jan-2025,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.33,5.85,100.0,11.8,82.92,17.26,65.66,79.18,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701430,2025,Feb-2025,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,8.09,5.85,100.0,11.07,85.85,22.11,63.74,74.25,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701431,2025,Mar-2025,Q1,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.4,5.85,100.0,11.4,80.87,14.63,66.24,81.91,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701432,2025,Apr-2025,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.68,5.85,100.0,12.23,90.04,15.38,74.66,82.92,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701433,2025,May-2025,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.18,5.85,100.0,11.43,78.67,20.77,57.9,73.6,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701434,2025,Jun-2025,Q2,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.79,5.85,100.0,11.6,86.63,24.34,62.29,71.9,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701435,2025,Jul-2025,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,6.85,5.85,100.0,12.18,79.98,19.87,60.11,75.16,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701436,2025,Aug-2025,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.02,5.85,100.0,11.32,76.18,20.85,55.33,72.63,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701437,2025,Sep-2025,Q3,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.73,5.85,100.0,12.32,91.3,19.33,71.97,78.83,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701438,2025,Oct-2025,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.67,5.85,100.0,11.7,86.03,15.27,70.76,82.25,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701439,2025,Nov-2025,Q4,Marketing & Distribution,Petrochemicals Channel,Customer Channel,Pan-India,Petrochemicals,7.86,5.85,100.0,12.43,93.66,19.87,73.79,78.78,0.0,0,26,0,0,0.0
